"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"2330","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","RAMOLA WEALDING CENTER","Payment Success","78222"
"2331","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/144176","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16-May-2026","RAMOLA WEALDING CENTER","Payment Success","28309"
"2332","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2026-2027/185848","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","22-Apr-2026","VILAYAT KHAN KARIM KHAN","Payment Success","1488686"
"2333","Maharashtra","Providing drains and gutters for public drainage","WS/MP18292/2026-2027/185853","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","22-Apr-2026","VILAYAT KHAN KARIM KHAN","Payment Success","496561"
"2334","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18373/2026-2027/261352","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","16-Jun-2026","NOMINEE WORKS COMMITTEE BOYAMADUGULA","Payment Success","499677"
"2335","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18373/2025-2026/232101","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","26-Mar-2026","NOMINEE WORKS COMMITTEE BOYAMADUGULA","Payment Success","499884"
"2336","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18373/2025-2026/232102","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","26-Mar-2026","NOMINEE WORKS COMMITTEE BOYAMADUGULA","Payment Success","499884"
"2337","Uttar Pradesh","Construction of footpaths and pedestrian ways","WS/MP203/2025-2026/236387","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","01-Apr-2026","ARYA INDUSTRIES","Payment Success","594716"
"2338","Uttar Pradesh","Construction of footpaths and pedestrian ways","WS/MP203/2025-2026/236387","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","18-Jun-2026","ARYA INDUSTRIES","Payment Success","393663"
"2339","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2026-2027/237852","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","29-May-2026","MAHESH VINOD gANDEWAR","Payment Success","995282"
"2340","Rajasthan","Construction of bus-sheds or bus-stops","WS/MP18298/2025-2026/173982","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","19-Mar-2026","RATHOD CONSTRACTION","Payment Success","200620"
"2341","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187833","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","148199"
"2342","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187834","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","148199"
"2343","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187835","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","148199"
"2344","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187836","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","148199"
"2345","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187837","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","148199"
"2346","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187838","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2347","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187839","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2348","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187840","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2349","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187841","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2350","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187842","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2351","Gujarat","Fitting of Sitting RCC Benches in Public Places","WS/MP18403/2025-2026/187843","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","26-Mar-2026","ASIAN CONSTRUCTION","Payment Success","150000"
"2352","Uttar Pradesh","Development of public parks","WS/MP183/2025-2026/263870","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","20-Mar-2026","M S CONSTRUCTION","Payment Success","2023048"
"2353","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2025-2026/263862","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","06-Apr-2026","M S CONSTRUCTION","Payment Success","2357979"
"2354","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2025-2026/263862","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","07-Aug-2026","M S CONSTRUCTION","Payment Success","838114"
"2355","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2025-2026/263867","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","06-Apr-2026","M S CONSTRUCTION","Payment Success","2554939"
"2356","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2025-2026/263867","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","07-Aug-2026","M S CONSTRUCTION","Payment Success","892623"
"2357","Himachal Pradesh","Purchase Books for Library","WS/MP18304/2025-2026/260634","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","24-Mar-2026","Govind Law Agency","Payment Success","50000"
"2358","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2025-2026/222010","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","23-Mar-2026","Jagriti Mahila Mandal Kotla","Payment Success","170861"
"2359","West Bengal","Construction of community centers and community halls","WS/MP218/2025-2026/196988","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","24-Mar-2026","SANJIT GHOSH","Payment Success","801691"
"2360","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/192724","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","23-Mar-2026","SACHITANANDA TRIPATHY","Payment Success","300000"
"2361","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP108/2025-2026/194948","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","21-Mar-2026","ADIWASI MAJOOR SAHAKARI SANSTHA CHANDSURA","Payment Success","968251"
"2362","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265882","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","18-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2363","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265883","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","18-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2364","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265884","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","18-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2365","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265885","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","18-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2366","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265886","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","19-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2367","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265887","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","19-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2368","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18438/2026-2027/265888","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","19-May-2026","SRI THANDEESWARAR TECHNOLOGIES","Payment Success","200000"
"2369","Gujarat","Construction of public libraries and reading rooms","WS/MP889/2025-2026/140630","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","30-Mar-2026","SAMARWADA GRAM PANCHAYAT","Payment Success","500000"
"2370","Uttar Pradesh","Providing drains and gutters for public drainage","WS/MP183/2026-2027/268857","ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","12-Aug-2026","Ms Sudheer Traders","Payment Success","1799898"
"2371","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP019/2025-2026/249254","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","23-Mar-2026","Ms Maa Vindhya Contruction Co","Payment Success","589637"
"2372","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP019/2025-2026/249254","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","19-Jun-2026","Ms Maa Vindhya Contruction Co","Payment Success","195262"
"2373","Odisha","Construction of rooms and halls in school and colleges","WS/MP132/2025-2026/240879","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","31-Mar-2026","SURENDRA PANDA","Payment Success","500000"
"2374","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP106/2026-2027/259671","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","06-Jul-2026","SANJANA ENTERPRISE","Payment Success","169154"
"2375","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2026-2027/237848","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","10-Apr-2026","Ms Sai Building And Construction","Payment Success","998921"
"2376","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/247746","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","25-Mar-2026","Kapil Sharma Ghandal","Payment Success","200000"
"2377","Punjab","Providing drains and gutters for public drainage","WS/MP843/2025-2026/267763","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","02-Apr-2026","Sidhu Cement Store","Payment Success","41800"
"2378","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18464/2026-2027/295378","KORBA(Collector-Korba)","Smt. Laxmi Verma (2026-32) (2026-2032)","Elected MP","27-Jul-2026","CEO JP Pali sansad mad 18th","Payment Success","500000"
"2379","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","21-May-2026","Blue Dart Diagnostics","Payment Success","56370"
"2380","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2025-2026/253351","Phalodi(DISTRICT COLLECTOR PHALODI_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","24-Mar-2026","GRAM PANCHAYAT HINDALGOL","Payment Success","900704"
"2381","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/270355","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","21-Apr-2026","Gram Panchayat Mungawda","Payment Success","600000"
"2382","Maharashtra","Construction of community centers and community halls","WS/MP18294/2024-2025/147954","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","18-Mar-2026","GRAM PANCHAYAT MUNDIPAR KHURD","Payment Success","495592"
"2383","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/180744","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","18-Apr-2026","KERALA GRAMIN BANK","Payment Success","1346756"
"2384","Puducherry","Improvement of electricity distribution infrastructure","WS/MP139/2023-2024/46813","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","19-Mar-2026","venus electrical works","Payment Success","1988394"
"2385","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/223730","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","23-Mar-2026","SHWETA SINGH","Payment Success","496455"
"2386","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2026-2027/220124","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","07-Jul-2026","Kishan Intermediate Collage Kundur","Payment Success","240000"
"2387","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/246709","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2026","Babu Vishnu Pratap Siingh Smarak Mahavidyalay","Payment Success","240000"
"2388","Assam","Construction of community centers and community halls","WS/MP073/2025-2026/243347","SONITPUR(Deputy Commissioner Sonitpur, Tezpur)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","23-Mar-2026","Imperial Builders","Payment Success","995373"
"2389","Maharashtra","Street lights","WS/MP113/2025-2026/225180","BEED(DISTRICT COLLECTOR BEED_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","24-Mar-2026","RAJ ENTERPRISES PRO RAJESH BAPUSAHEB YADAV","Payment Success","999774"
"2390","Rajasthan","Providing sports equipment, except consumable items","WS/MP18295/2025-2026/222794","Balotra(DISTRICT COLLECTOR Balotra_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","19-Mar-2026","SHOOTERS POINT","Payment Success","1922004"
"2391","Punjab","Construction of toilet blocks","WS/MP235/2025-2026/267404","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","19-Mar-2026","Nandha and Co","Payment Success","107520"
"2392","Punjab","Construction of toilet blocks","WS/MP235/2025-2026/267404","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","19-Mar-2026","Nandha and Co","Payment Success","107520"
"2393","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Nandha and Co","Payment Success","48025"
"2394","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Nandha and Co","Payment Success","48025"
"2395","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Nandha and Co","Payment Success","48025"
"2396","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Nandha and Co","Payment Success","48025"
"2397","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP235/2025-2026/267405","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Nandha and Co","Payment Success","31360"
