"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"16697","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246818","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16698","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246814","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16699","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246813","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16700","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246819","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16701","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246801","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16702","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246820","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16703","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246802","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16704","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246798","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16705","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246808","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16706","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246803","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16707","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246805","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16708","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246806","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16709","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246812","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16710","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246810","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16711","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246811","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16712","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246800","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16713","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246809","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16714","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246815","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16715","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246796","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16716","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246807","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16717","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246795","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16718","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246799","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16719","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246821","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16720","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246797","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16721","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246816","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16722","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246817","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16723","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246804","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","09-Jan-2026","Abhishek Enterprises","Payment Success","112500"
"16724","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246818","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16725","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246808","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16726","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246795","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16727","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246799","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16728","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246820","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16729","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246816","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16730","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246817","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16731","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246810","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16732","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246811","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16733","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246814","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","21555"
"16734","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246798","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","24894"
"16735","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246800","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","32499"
"16736","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246809","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16737","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246803","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","19470"
"16738","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246815","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16739","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246796","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16740","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246805","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","26313"
"16741","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246812","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","12651"
"16742","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246813","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","19329"
"16743","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246801","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16744","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246821","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16745","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246802","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16746","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246807","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16747","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246819","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","37500"
"16748","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246804","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","26007"
"16749","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246806","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","33694"
"16750","Chhattisgarh","Installing hand pumps","WS/MP18278/2025-2026/246797","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jan-2026","Abhishek Enterprises","Payment Success","21861"
"16751","Tamil Nadu","Street lights","WS/MP755/2025-2026/196024","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16752","Tamil Nadu","Street lights","WS/MP755/2025-2026/196022","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16753","Tamil Nadu","Street lights","WS/MP755/2025-2026/196023","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16754","Tamil Nadu","Street lights","WS/MP755/2025-2026/246893","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16755","Tamil Nadu","Street lights","WS/MP755/2025-2026/246894","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16756","Tamil Nadu","Street lights","WS/MP755/2025-2026/196026","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16757","Tamil Nadu","Street lights","WS/MP755/2025-2026/196025","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16758","Tamil Nadu","Street lights","WS/MP755/2025-2026/196029","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16759","Tamil Nadu","Street lights","WS/MP755/2025-2026/196030","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16760","Tamil Nadu","Street lights","WS/MP755/2025-2026/196028","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16761","Tamil Nadu","Street lights","WS/MP755/2025-2026/196027","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16762","Tamil Nadu","Street lights","WS/MP755/2025-2026/246892","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","31-Dec-2025","EVEREST ENTERPRISES","Payment Success","424635"
"16763","Tamil Nadu","Street lights","WS/MP755/2025-2026/253234","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","26-Feb-2026","EVEREST ENTERPRISES","Payment Success","424635"
"16764","Tamil Nadu","Street lights","WS/MP755/2025-2026/253236","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","26-Feb-2026","EVEREST ENTERPRISES","Payment Success","424635"
"16765","Tamil Nadu","Street lights","WS/MP755/2025-2026/253237","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","26-Feb-2026","EVEREST ENTERPRISES","Payment Success","424635"
"16766","Tamil Nadu","Street lights","WS/MP755/2025-2026/256785","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","26-Feb-2026","EVEREST ENTERPRISES","Payment Success","424635"
"16767","Tamil Nadu","Street lights","WS/MP755/2025-2026/256784","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Thalikkottai Rajuthevar Baalu","SRIPERUMBUDUR","26-Feb-2026","EVEREST ENTERPRISES","Payment Success","424635"
"16768","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/237049","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","02-Jan-2026","Balram","Payment Success","65000"
"16769","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/237049","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","02-Jan-2026","Balram","Payment Success","15600"
"16770","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/237049","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","15-May-2026","Balram","Payment Success","32000"
"16771","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/237049","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","02-Jan-2026","Manish Kumar","Payment Success","36800"
"16772","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18390/2024-2025/148737","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","AFZAL ANSARI","GHAZIPUR","27-Feb-2026","KARTIKEY CONSTRUCTION","Payment Success","448369"
"16773","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18390/2024-2025/148738","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","AFZAL ANSARI","GHAZIPUR","25-Feb-2026","KARTIKEY CONSTRUCTION","Payment Success","449463"
"16774","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP524/2025-2026/245210","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Midhun Reddy","RAJAMPET","21-May-2026","Devid PROP OF GOOWILL FIRMS","Payment Success","495760"
"16775","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP529/2025-2026/223118","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","28-Feb-2026","Devid PROP OF GOOWILL FIRMS","Payment Success","481293"
"16776","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP529/2025-2026/223117","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","28-Feb-2026","Devid PROP OF GOOWILL FIRMS","Payment Success","481293"
"16777","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18093/2025-2026/185098","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","V. SOMANNA","TUMKUR","02-Jan-2026","M M ASSOCIATES","Payment Success","1994281"
"16778","Rajasthan","Construction of community centers and community halls","WS/MP18169/2025-2026/181271","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","14-May-2026","GOVERDHAN ENTERPRISES","Payment Success","435238"
"16779","Rajasthan","Construction of community centers and community halls","WS/MP18169/2025-2026/181271","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","14-Jan-2026","GOVERDHAN ENTERPRISES","Payment Success","526585"
"16780","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18055/2025-2026/176604","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","08-Jan-2026","GRAM PANCHAYAT NARANPURA","Payment Success","300000"
"16781","Assam","Construction of rooms and halls in school and colleges","WS/MP18021/2025-2026/234638","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN","DHUBRI","14-Jul-2026","JNC Boundary wall","Payment Success","120000"
"16782","Assam","Construction of rooms and halls in school and colleges","WS/MP18021/2025-2026/234638","GOALPARA(Deputy Commissioner Goalpara_IDA)","RAKIBUL HUSSAIN","DHUBRI","07-Jan-2026","JNC Boundary wall","Payment Success","180000"
"16783","Gujarat","Installing tube-wells and borewells","WS/MP18055/2025-2026/176628","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","08-Jan-2026","SARPANCH GPKHARSALIA 16126","Payment Success","100000"
"16784","Gujarat","Installing tube-wells and borewells","WS/MP18055/2025-2026/176627","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","08-Jan-2026","SARPANCH GPKHARSALIA 16126","Payment Success","100000"
"16785","Arunachal Pradesh","Construction of public toilets and bathrooms","WS/MP533/2025-2026/226076","WEST SIANG(DEPUTY COMMISSIONER, WEST SIANG (IDA))","Kiren Rijiju","ARUNACHAL WEST","03-Feb-2026","Kegom Bole","Payment Success","500000"
"16786","Arunachal Pradesh","Construction of public toilets and bathrooms","WS/MP533/2025-2026/226062","WEST SIANG(DEPUTY COMMISSIONER, WEST SIANG (IDA))","Kiren Rijiju","ARUNACHAL WEST","05-Feb-2026","Kegom Bole","Payment Success","500000"
"16787","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2025-2026/211800","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","06-Jan-2026","jaswanth S P","Payment Success","300000"
