"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3552","Punjab","Providing drains and gutters for public drainage","WS/MP18158/2025-2026/195789","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","19-Aug-2026","JAI SHANKAR TRDING CO","Payment Success","7863"
"3553","West Bengal","Providing CCTV camera system for security of public areas","WS/MP829/2025-2026/242185","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","30-Jul-2026","R R CABLE NETWORK","Payment Success","300165"
"3554","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Kishan LAl Meena","Payment Success","3679"
"3555","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Madhu Devi Meena","Payment Success","3679"
"3556","Odisha","Installing tube-wells and borewells","WS/MP18145/2025-2026/220349","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","BAIJAYANT PANDA","KENDRAPARA","01-Aug-2026","BIBHU RANJAN NAYAK","Payment Success","764080"
"3557","Odisha","Construction of water tanks","WS/MP18145/2025-2026/211326","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","BAIJAYANT PANDA","KENDRAPARA","01-Aug-2026","AJAYA KUMAR BEHERA","Payment Success","745067"
"3558","Tamil Nadu","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18179/2026-2027/245278","Mayiladuthurai(District Collector Mayiladuthurai_IDA)","SUDHA R","MAYILADUTHURAI","01-Aug-2026","T Soundarapandiyan","Payment Success","698521"
"3559","Kerala","Purchase of vans and buses for educational institutions","WS/MP18095/2026-2027/283022","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","04-Aug-2026","M S 790 NSS KARAYOGAM NADUBHAGAM","Payment Success","75558"
"3560","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18108/2026-2027/282359","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","20-Aug-2026","Gram Panchayat Heerapur","Payment Success","150000"
"3561","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18108/2026-2027/282360","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","DR. LATA WANKHEDE","SAGAR","20-Aug-2026","Gram Panchayat Heerapur","Payment Success","150000"
"3562","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","MAHENDRA SINGH","Payment Success","9750"
"3563","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","MUKESH KUMAR","Payment Success","3705"
"3564","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","RAMNIWAS","Payment Success","3705"
"3565","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2026-2027/196232","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","03-Aug-2026","NAGRAJ K R","Payment Success","299870"
"3566","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","SUBESINGH","Payment Success","3705"
"3567","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","KIRAN","Payment Success","3705"
"3568","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","LAKHVIR SINGH","Payment Success","9750"
"3569","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","NARENDER","Payment Success","9750"
"3570","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","RAJBALA","Payment Success","3705"
"3571","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","DARSHANA DEVI","Payment Success","3705"
"3572","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","BHATERI","Payment Success","3705"
"3573","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3574","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3575","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3576","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3577","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3578","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","36366"
"3579","Tamil Nadu","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP747/2026-2027/242035","VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA)","Manickam Tagore B","VIRUDHUNAGAR","31-Jul-2026","RENUKA DEVI R","Payment Success","1099641"
"3580","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/253061","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Kangana Ranaut","MANDI","03-Aug-2026","GP Nathan","Payment Success","300000"
"3581","Delhi","Fitting of Sitting RCC Benches in Public Places","WS/MP18397/2025-2026/194308","SOUTH(COMMISSIONER SOUTH)","Bansuri Swaraj","NEW DELHI","13-Aug-2026","Parth Construction Company","Payment Success","368034"
"3582","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP746/2026-2027/298423","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas","RAMANATHAPURAM","01-Aug-2026","Lakshmi L","Payment Success","898813"
"3583","Odisha","Providing drains and gutters for public drainage","WS/MP18310/2026-2027/272547","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","AVIMANYU SETHI","BHADRAK(SC)","01-Aug-2026","PRAFULLA KUMAR MISHRA","Payment Success","300000"
"3584","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP632/2025-2026/205261","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Anto Antony","PATHANAMTHITTA","01-Aug-2026","BIJU M","Payment Success","385571"
"3585","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2026-2027/228860","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","29-Jul-2026","Nirmal Kumar Rout","Payment Success","286382"
"3586","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","20-Aug-2026","RANJIT KAUR","Payment Success","50000"
"3587","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","03-Aug-2026","RANJIT KAUR","Payment Success","50000"
"3588","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","03-Aug-2026","GURU NANAK BUILDING AND MATERIAL STORE","Payment Success","89400"
"3589","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","20-Aug-2026","GURU NANAK BUILDING AND MATERIAL STORE","Payment Success","58200"
"3590","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18120/2026-2027/194822","NANDED(DISTRICT COLLECTOR NANDED_IDA)","AASHTIKAR PATIL NAGESH BAPURAO","HINGOLI","10-Aug-2026","Gram Panchayat Sirapalli Tq Himayatnagar","Payment Success","986317"
"3591","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","GURNOOR STEEL SHUTTERING AND CEMENT STOE","Payment Success","43685"
"3592","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","GURNOOR STEEL SHUTTERING AND CEMENT STOE","Payment Success","38805"
"3593","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","04-Aug-2026","Gagandeep Singh","Payment Success","104040"
"3594","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","04-Aug-2026","Gagandeep Singh","Payment Success","31825"
"3595","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/231503","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","03-Aug-2026","kulwinder singh bhwanpura","Payment Success","32000"
"3596","Telangana","Construction of additional rooms and halls in the existing public and community building","WS/MP18192/2025-2026/232875","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","DR.MALLU RAVI","NAGARKURNOOL(SC)","07-Aug-2026","RAVI NAIK","Payment Success","499914"
"3597","Chhattisgarh","Construction of artificial reef","WS/MP428/2026-2027/275105","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","Gram Panchayat Mahratola","Payment Success","100000"
"3598","Chhattisgarh","Construction of artificial reef","WS/MP428/2026-2027/275109","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","Gram Panchayat Dashrangpur","Payment Success","100000"
"3599","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/235956","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","13-Aug-2026","DHILLON CEMENT STORE","Payment Success","33421"
"3600","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/235956","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","13-Aug-2026","DHILLON CEMENT STORE","Payment Success","21016"
"3601","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18314/2025-2026/235956","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","13-Aug-2026","ASMAT BB","Payment Success","21201"
"3602","Madhya Pradesh","Construction of culverts and bridges","WS/MP18103/2026-2027/288880","SHIVPURI(District Collector Shivpuri_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","01-Aug-2026","GRAM PANCHAYAT FULIPURA","Payment Success","250000"
"3603","Madhya Pradesh","Construction of culverts and bridges","WS/MP18103/2026-2027/288095","SHIVPURI(District Collector Shivpuri_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","06-Aug-2026","GRAM PANCHAYAT CHARCH","Payment Success","250000"
"3604","Madhya Pradesh","Construction of culverts and bridges","WS/MP18103/2026-2027/286982","SHIVPURI(District Collector Shivpuri_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","10-Aug-2026","GRAM PANCHAYAT SALODA","Payment Success","250000"
"3605","Andaman And Nicobar Islands","Construction of community centers and community halls","WS/MP18275/2025-2026/187484","NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA))","BISHNU PADA RAY","ANDAMAN AND NICOBAR ISLANDS","05-Aug-2026","Sulata Baroi","Payment Success","1350689"
"3606","Kerala","Purchase of vans and buses for educational institutions","WS/MP18095/2025-2026/246637","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","K. C VENUGOPAL","ALAPPUZHA","02-Aug-2026","PTA GOVT UP SCHOOL KALARCODE","Payment Success","79370"
"3607","Tamil Nadu","Construction of road under bridge","WS/MP18185/2026-2027/247576","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","ROBERT BRUCE C","TIRUNELVELI","12-Aug-2026","Seetha","Payment Success","479711"
"3608","Kerala","Construction of public irrigation facilities","WS/MP343/2025-2026/165164","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr Shashi Tharoor","THIRUVANANTHAPURAM","06-Aug-2026","Ravidas M","Payment Success","811809"
"3609","Kerala","Construction of culverts and bridges","WS/MP343/2025-2026/244528","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr Shashi Tharoor","THIRUVANANTHAPURAM","06-Aug-2026","Thankamony R","Payment Success","698247"
"3610","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18009/2025-2026/245741","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","B K PARTHASARATHI","HINDUPUR","06-Aug-2026","P Venkatarmi Reddy","Payment Success","499379"
"3611","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18009/2025-2026/243739","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","B K PARTHASARATHI","HINDUPUR","06-Aug-2026","P Venkatarmi Reddy","Payment Success","498785"
"3612","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2026-2027/267684","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","29-Jul-2026","ACUTE ENGINEERS AND CONTRACTORS OPC PRIVATE LIMITED","Payment Success","1000000"
"3613","Andhra Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18010/2025-2026/182158","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","TANGELLA UDAY SRINIVAS","KAKINADA","01-Aug-2026","Kadiyala Gopala Krishna","Payment Success","495797"
"3614","Andhra Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18010/2025-2026/182159","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","TANGELLA UDAY SRINIVAS","KAKINADA","01-Aug-2026","Kadiyala Gopala Krishna","Payment Success","496902"
"3615","Andhra Pradesh","Development of playfields and sports grounds","WS/MP18010/2025-2026/213636","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","TANGELLA UDAY SRINIVAS","KAKINADA","29-Jul-2026","Viswanadhula Naveen Kumar","Payment Success","498819"
"3616","Madhya Pradesh","Construction of shelters for animals","WS/MP18100/2026-2027/234935","Pandhurna(District Collector Pandhurna_IDA)","BUNTY VIVEK SAHU","CHHINDWARA","05-Aug-2026","Naveen Infraspace Private Limited","Payment Success","600000"
"3617","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18206/2025-2026/234486","CHITRAKOOT(DISTRICT MAGISTRATE CHITRAKOOT_IDA)","KRISHNA DEVI SHIVSHANKER PATEL","BANDA","11-Aug-2026","DR RAM MANOHAR LOHIYA SHIKSHA SANSTHAN","Payment Success","499531"
"3618","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256447","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","100000"
"3619","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256449","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","90000"
"3620","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256463","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","170000"
"3621","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/247258","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR","RAJSAMAND","01-Aug-2026","HIMMAT","Payment Success","15600"
"3622","Andhra Pradesh","Construction of community centers and community halls","WS/MP18007/2025-2026/169477","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","01-Aug-2026","SAO MANNROW CONSTRUCTIONS PRIVATE LIMITED","Payment Success","1947249"
"3623","Haryana","Construction of veterinary hospitals and dispensaries","WS/MP18065/2026-2027/152353","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","12-Aug-2026","JINDAL CONSULTANTS","Payment Success","23600"
"3624","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP577/2024-2025/138732","Dahod(DISTRICT COLLECTOR DOHAD_IDA)","Jaswantsinh Sumanbhai Bhabhor","DAHOD(ST)","01-Aug-2026","Gram Panchayat Kaliarai","Payment Success","250000"
"3625","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/166435","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","01-Aug-2026","THE CHAIRMAN VLC KALUVAPALLE GP","Payment Success","249920"
"3626","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP746/2026-2027/232984","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas","RAMANATHAPURAM","05-Aug-2026","SURESHKANNAN M","Payment Success","642795"
"3627","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Priya Khatik","Payment Success","7566"
"3628","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Amit Kumar","Payment Success","7566"
"3629","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Yovraj  Solnki","Payment Success","7566"
"3630","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Ghanshyam Regar","Payment Success","7566"
"3631","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Ratani Khatik","Payment Success","7566"
"3632","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Kailash Bhil","Payment Success","7566"
"3633","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Teena Khatik","Payment Success","7566"
"3634","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Maya Bhil","Payment Success","5820"
"3635","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Geeta Regar","Payment Success","3679"
"3636","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Rani Khatik","Payment Success","3783"
"3637","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Parbhu Lal Khatik","Payment Success","19500"
"3638","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Dalla Ram Regar","Payment Success","3679"
"3639","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Geeta Devi Vaishnav","Payment Success","3679"
"3640","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Dipak Khatik","Payment Success","16500"
"3641","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Govind Sadhu","Payment Success","3679"
"3642","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Harsvardhan","Payment Success","7566"
"3643","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Bhanwar Lal Sharma","Payment Success","3679"
"3644","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/203729","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Aug-2026","Kamlesh Khatik","Payment Success","9750"
"3645","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Lad Devi Vaishnav","Payment Success","3679"
"3646","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Dinesh Kumar Regar","Payment Success","3679"
"3647","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Choti Balai","Payment Success","3679"
"3648","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Ramesh Chand Balai","Payment Success","3679"
"3649","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Pavan Kumar Sharma","Payment Success","3679"
"3650","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Kalu Ram Balai","Payment Success","3679"
"3651","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Kamla Devi Balai","Payment Success","6000"
"3652","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Leela Devi Balai","Payment Success","3679"
"3653","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241420","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi","VARANASI","06-Aug-2026","jai mata di enterprises","Payment Success","200228"
"3654","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251135","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","05-Aug-2026","Bhula Devi Balai","Payment Success","3679"
